Date,Media Sources,Neutral,Positive,Text,Tweet Polarity,Tweets Ago
09/18/2017,BBC News (UK),0.786,0.147,"RT @BBCJLandale: Boris pool interview: 
""Do you enjoy being Foreign Secretary?"" 
""Of course.""
""Are you going to miss it?""
""(laughs nervousl…",0.4515,79
09/18/2017,BBC News (UK),1.0,0.0,Ryanair to publish full list of cancellations https://t.co/uJxdsDsZHG,0.0,78
09/18/2017,BBC News (UK),1.0,0.0,Cyclist Mark Beaumont breaks around the world record https://t.co/GZJXL4onnu,0.0,77
09/18/2017,BBC News (UK),1.0,0.0,"""The UK government is driven from the front"" - Theresa May on claims Boris Johnson is ""back-seat driving"" on… https://t.co/y0MM4rT6jS",0.0,76
09/18/2017,BBC News (UK),0.701,0.299,"RT @BBCNewsbeat: James ""Flex"" Lewis has matched Arnold Schwarzenegger's record of winning six #MrOlympia prizes. 
💪🏽💪🏽💪🏽💪🏽💪🏽 https://t.co/g…",0.7506,75
09/18/2017,BBC News (UK),0.84,0.0,Mark Carney says rate rises will be gradual and limited https://t.co/RE6Y1hIud1,-0.2263,74
09/18/2017,BBC News (UK),0.571,0.0,Driver charged over Edinburgh hospital bus crash https://t.co/3YiHdPltZM,-0.5423,73
09/18/2017,BBC News (UK),0.529,0.106,Rough sleeper 'set on fire and killed' in Tunbridge Wells car park https://t.co/yTbQ957vEt,-0.7096,72
09/18/2017,BBC News (UK),1.0,0.0,Theresa May 'driving from front' on Brexit after Boris Johnson row https://t.co/U8XhyenJ9C,0.0,71
09/18/2017,BBC News (UK),0.538,0.398,"""Yes it was short notice, yes it was unexpected and for that I sincerely apologise"" - @ryanair CEO on cancelling up… https://t.co/BnakN4xXx5",0.8519,70
09/18/2017,BBC News (UK),0.75,0.13,"""What we have messed up is the allocation of holidays"" - @ryanair's Michael O'Leary on flight cancellations… https://t.co/EuYEjsoR62",0.0516,69
09/18/2017,BBC News (UK),0.821,0.072,"RT @BBCNewsNI: Irishman Ibrahim Halawa cleared of charges in Egypt, after spending four years in jail 
 https://t.co/yoE2EsjZUF https://t.c…",-0.1779,68
09/18/2017,BBC News (UK),0.333,0.22,NHS trust pleads guilty over teen's death https://t.co/Eo9vPBh5W9,-0.5267,67
09/18/2017,BBC News (UK),0.872,0.0,"""He was quite quiet"" - owner of Hounslow takeaway where Parsons Green suspect Yahyah Farroukh works… https://t.co/HrqIsWUjRm",-0.296,66
09/18/2017,BBC News (UK),0.69,0.0,"Husband of Kim Briggs calls for ""death by dangerous cycling"" law, as Charlie Alliston sentenced to 18 months in jai… https://t.co/xVV5KCVuRO",-0.7964,65
09/18/2017,BBC News (UK),1.0,0.0,PM @theresa_may's visit comes ahead of a deal between Canada and the EU https://t.co/axw2O2ji4B,0.0,64
09/18/2017,BBC News (UK),0.846,0.0,"RT @VictoriaLIVE: Animals are 'suffering and dying' while in transit across Europe, amid a booming livestock trade.

More: https://t.co/u4S…",-0.4767,63
09/18/2017,BBC News (UK),0.714,0.0,Pawel Zietowski jailed for M6 selfie and wheelies https://t.co/fB7SKIcm1i,-0.4939,62
09/18/2017,BBC News (UK),0.761,0.0,Brexit: Oliver Robbins moves to No 10 https://t.co/b0yCaiqBcg,-0.296,61
09/18/2017,BBC News (UK),0.62,0.256,RT @BBCTech: Uber sorry for 'Wife Appreciation Day' promotion https://t.co/nV9U8OCCbz,0.4033,60
09/18/2017,BBC News (UK),0.821,0.179,Brexit: UK sets out details of proposed new EU security deal https://t.co/oMkKKCHF8l,0.34,59
09/18/2017,BBC News (UK),1.0,0.0,"RT @bbclaurak: ""the thing you have to understand about him, is that he wants to be loved."" https://t.co/DCZV5Egsmu",0.0,58
09/18/2017,BBC News (UK),0.36,0.0,Cyclist jailed over pedestrian death https://t.co/BiCkcUYsM9,-0.7964,57
09/18/2017,BBC News (UK),0.795,0.0,"Parsons Green Tube attack: Footage of a person leaving a property with Lidl bag 
https://t.co/MdNZfn6fhW",-0.4767,56
09/18/2017,BBC News (UK),0.741,0.0,Why teaching is causing stress and sleepless nights https://t.co/I5rXDIcSUT,-0.4215,55
09/18/2017,BBC News (UK),0.714,0.204,RT @BBC_HaveYourSay: Has your important flight been affected due to #Ryanair cancellations?  Share your stories https://t.co/cNFicwIYSb htt…,0.34,54
09/18/2017,BBC News (UK),0.718,0.282,"""Boris Johnson is united behind government's plan for Brexit, @theresa_may values his contribution"" - PM spokeswoman https://t.co/Y277C76y1a",0.6705,53
09/18/2017,BBC News (UK),1.0,0.0,Paddy Power offers 66/1 on Ugo Ehiogu replacing Redknapp https://t.co/4SkUOtKWEn,0.0,52
09/18/2017,BBC News (UK),0.547,0.0,"Boy, seven, killed after cars collide in Wirral https://t.co/QPevmOmaHT",-0.7003,51
09/18/2017,BBC News (UK),1.0,0.0,Africa's migrant trade: @BBCPanorama reveals the extraordinary scale of people-smuggling across sub-Saharan Africa… https://t.co/Y7HEZ3e8Ls,0.0,50
09/18/2017,BBC News (UK),0.847,0.0,"RT @BBCBreaking: Wayne Rooney given two-year driving ban, and community order for 12 months with 100 hours of unpaid work https://t.co/s0za…",-0.5574,49
09/18/2017,BBC News (UK),0.811,0.0,RT @BBCBreaking: Former England footballer Wayne Rooney pleads guilty to drink-driving charge https://t.co/cnKysms8iJ,-0.4215,48
09/18/2017,BBC News (UK),0.726,0.0,"RT @bbc5live: ""Day after day after day, it does get to you""

#GE2017 was the 'worst ever' for politician abuse according to a 5 live survey…",-0.8519,47
09/18/2017,BBC News (UK),0.682,0.0,Ryanair under pressure to publish full list of cancelled flights https://t.co/NT7A9v74X6,-0.4939,46
09/18/2017,BBC News (UK),0.882,0.0,".@Ryanair has only published a list of affected flights up until this Wednesday
https://t.co/dtl4O50he0",-0.1531,45
09/18/2017,BBC News (UK),0.846,0.0,"RT @VictoriaLIVE: Animals are 'suffering and dying' while in transit across Europe, amid a booming livestock trade.

More: https://t.co/u4S…",-0.4767,44
09/18/2017,BBC News (UK),0.734,0.266,RT @BBCTech: Staying safe online at 'big school' https://t.co/BOIUt2sbkj,0.4404,43
09/18/2017,BBC News (UK),1.0,0.0,PwC reveals black and Asian workers are paid 13% less https://t.co/s7RWiQftLX,0.0,42
09/18/2017,BBC News (UK),1.0,0.0,Banksy: New murals pop up in central London https://t.co/4KA2VkbUG6,0.0,41
09/18/2017,BBC News (UK),1.0,0.0,The new Banksy works appear in a tunnel near the Barbican Centre https://t.co/d0Gu0YAukB,0.0,40
09/18/2017,BBC News (UK),0.923,0.0,"RT @BBCBusiness: On #BBCBizLive: As Ryanair continues to cancel 40-50 flights per day, are you put you off flying with them or is the price…",-0.25,39
09/18/2017,BBC News (UK),0.798,0.0,Here's your morning news briefing: Tube bombing suspects questioned and Police ‘may work with paedophile hunters’ https://t.co/ePgYnrcDxB,-0.4215,38
09/18/2017,BBC News (UK),1.0,0.0,Tim Farron: Tories 'breaking Britain over immigration' https://t.co/zsRMc6vYX1,0.0,37
09/18/2017,BBC News (UK),1.0,0.0,Theresa May visits Canada for post-Brexit trade talks https://t.co/UTmZDAMoDs,0.0,36
09/18/2017,BBC News (UK),0.549,0.451,"RT @BBCWorld: The #Emmys2017 for 'Best Outstanding Drama' goes to... 

https://t.co/Zan61HZg8E https://t.co/VjGzFeiQq3",0.8481,35
09/18/2017,BBC News (UK),0.602,0.398,"RT @BBCBreaking: Dystopian drama The Handmaid's Tale takes main Emmy award for best drama series, with Elisabeth Moss best actress https://…",0.9169,34
09/18/2017,BBC News (UK),0.583,0.158,Have you got the wrong impression about schizophrenia? https://t.co/ceyhMEZieS,-0.296,33
09/18/2017,BBC News (UK),0.479,0.219,'Kinder treatments in pipeline' for child brain cancer https://t.co/ODfK8OCbvF,-0.296,32
09/18/2017,BBC News (UK),0.462,0.0,Parsons Green Tube bomb: Police still questioning suspects https://t.co/Xzeu746U4d,-0.7184,31
09/18/2017,BBC News (UK),1.0,0.0,"RT @BBCNewsAsia: About last night... https://t.co/FrFUvW4PpS

🍾 @LewisHamilton

#SingaporeGP 
#f1nightrace 
#F1
#F1Singapore https://t.co/V…",0.0,30
09/18/2017,BBC News (UK),1.0,0.0,Police 'may work with paedophile hunters' https://t.co/wD6hGnoJ22,0.0,29
09/18/2017,BBC News (UK),0.741,0.0,Job stress is 'overwhelming' teachers across the UK https://t.co/Ev1ncDl1Fl,-0.4215,28
09/18/2017,BBC News (UK),1.0,0.0,Wayne Rooney due in court on drink-driving charge https://t.co/CQKBQxJDEY,0.0,27
09/17/2017,BBC News (UK),0.748,0.0,M5 reopens following four deaths in lorry crash https://t.co/rK9M9UPlrz,-0.4019,26
09/17/2017,BBC News (UK),0.645,0.0,"Dame Tessa Jowell has brain cancer, family says https://t.co/Q5TF1p4n4w",-0.6597,25
09/17/2017,BBC News (UK),0.447,0.275,"RT @BBCSport: The 'curse of Mayo' strikes.

Mayo lose an 11th straight All-Ireland Football Championship final.

Joy for Dublin.

https://t…",-0.0258,24
09/17/2017,BBC News (UK),0.761,0.0,Brexit: Boris Johnson accused of 'misusing' statistics https://t.co/QvqCcWfWZ4,-0.296,23
09/17/2017,BBC News (UK),0.841,0.0,RT @BBCScotlandNews: Eight people hurt after bus crashes into overhead walkway at the Western General Hospital in Edinburgh https://t.co/C5…,-0.5267,22
09/17/2017,BBC News (UK),0.769,0.0,Five injured after bus hits walkway at Edinburgh hospital https://t.co/VLYI1EPESl,-0.4019,21
09/17/2017,BBC News (UK),1.0,0.0,Residents evacuated from Lee homes in 'chemical incident' https://t.co/Ytr65Fzhrx,0.0,20
09/17/2017,BBC News (UK),1.0,0.0,RT @ChrisMasonBBC: Brexit and Boris Johnson. My analysis @BBCNews @BBCPolitics: https://t.co/n4RxCCaAAO,0.0,19
09/17/2017,BBC News (UK),1.0,0.0,RT @BBCLondonNews: Residents evacuated from Lee homes in 'chemical incident' https://t.co/UfAmTmnLry https://t.co/CE49HwBDEh,0.0,18
09/17/2017,BBC News (UK),1.0,0.0,Chelsea 0-0 Arsenal https://t.co/JcWz4GwwYI,0.0,17
09/17/2017,BBC News (UK),0.522,0.276,Lewis Hamilton wins in Singapore after Ferrari crash https://t.co/eTRWANmecR,0.25,16
09/17/2017,BBC News (UK),1.0,0.0,RT @BBCLondonNews: Grenfell Tower: A fireman's memories in poetry https://t.co/iBHiEfPULP https://t.co/F08731AZ6j,0.0,15
09/17/2017,BBC News (UK),0.609,0.0,RT @BBCBreaking: UK terror threat level lowered to severe after being raised to highest level following Tube bombing - Home Secretary https…,-0.872,14
09/17/2017,BBC News (UK),1.0,0.0,Mr Olympia bodybuilder 'Flex' Lewis matches Arnie's record https://t.co/pfz2VgoGlJ,0.0,13
09/17/2017,BBC News (UK),0.5,0.0,Rashan Charles death: Police officer 'should be suspended' https://t.co/q6repoxT5x,-0.7906,12
09/17/2017,BBC News (UK),0.745,0.0,"RT @BBCDomC: Parsons Green terror attack: Police cordon in Sunbury on Thames, partially lifted. House being searched still behind big barri…",-0.7579,11
09/17/2017,BBC News (UK),0.734,0.0,"RT @BBCSport: It's chaos on the opening lap!

👉 https://t.co/rBochQx5Pa #bbcf1 #SingaporeGP https://t.co/GWRZsacJYz",-0.6114,10
09/17/2017,BBC News (UK),0.824,0.0,RT @BBCEngland: A baby boy has been found abandoned in an east London park https://t.co/fAMPkhWlQv https://t.co/tDCpPLj4tK,-0.4588,9
09/17/2017,BBC News (UK),0.887,0.113,"RT @bbcweather: Monday: Sunny spells and showers - most of the showers will be across England, Wales and E Scotland. Breezy down the east c…",0.4215,8
09/17/2017,BBC News (UK),1.0,0.0,Vince Cable: I could become prime minister https://t.co/R6ewnCsNIW,0.0,7
09/17/2017,BBC News (UK),0.431,0.0,Meningitis risk: Bereaved Omagh mum warns teenagers https://t.co/ANwvVpp67f,-0.6808,6
09/17/2017,BBC News (UK),1.0,0.0,Majority of Scots say they are 'not religious' https://t.co/RLVNenJMG4,0.0,5
09/17/2017,BBC News (UK),0.609,0.226,Ryanair cancels flights after 'messing up' pilot holidays https://t.co/PFp5gsnDBV,0.1779,4
09/17/2017,BBC News (UK),1.0,0.0,"Live updates on the Parsons Green blast investigation 

https://t.co/ZDRX8ojJ1i https://t.co/xKBnBFZtRf",0.0,3
09/17/2017,BBC News (UK),0.833,0.167,"RT @daily_politics: Boris Johnson's article was ""exuberant and written in classic Boris style"" says @DamianGreen adding ""he is an optimist""…",0.5859,2
09/17/2017,BBC News (UK),0.849,0.151,RT @BBCEngland: An agriculture engineer asks for his girlfriend's hand in marriage by ploughing his proposal into a field 💍 https://t.co/SD…,0.4939,1
09/19/2017,CBS News,0.823,0.0,A Georgia Tech student was shot dead over the weekend and now his family asks police why they used deadly force… https://t.co/HqXutRwxip,-0.6486,100
09/19/2017,CBS News,0.67,0.258,Los Angeles residents demand state to help clean up soil contaminated with lead and other toxins… https://t.co/7pNjnq5xhz,0.5994,99
09/19/2017,CBS News,1.0,0.0,"Merriam-Webster has added over 250 new words and definitions, including ""alt-right"" and ""sriracha""… https://t.co/uqZAjdFL02",0.0,98
09/19/2017,CBS News,1.0,0.0,"NEW: Hurricane Maria has intensified to a Category 5 storm with 160 mph winds, according to @NHC_Atlantic.… https://t.co/cQUJtNvalp",0.0,97
09/18/2017,CBS News,1.0,0.0,"JUST IN: Hurricane Maria becomes Category 5 storm as it nears the island of Dominica, @NHC_Atlantic says.",0.0,96
09/18/2017,CBS News,0.878,0.122,"Inspired by the military parade he saw in France on Bastille Day, Pres. Trump said he wants to have one on July 4th… https://t.co/x27VrVRVyz",0.4939,95
09/18/2017,CBS News,0.895,0.0,"After years of decline, global hunger is on the rise again, according to a new report from @WHO… https://t.co/a1pJx6YX3Y",-0.25,94
09/18/2017,CBS News,1.0,0.0,"Pediatricians weighed in today on tattoos. Their message to kids"" ""think before you ink."" @DrLaPook has more. https://t.co/KWER7krYVR",0.0,93
09/18/2017,CBS News,0.844,0.0,An investigation is underway in the fatal shooting of a Georgia Tech student over the weekend by campus police. Mar… https://t.co/NddJfN9KWx,-0.5423,92
09/18/2017,CBS News,0.909,0.0,.@NancyPelosi was shouted down by dozens of protesters as she held a news conference in San Francisco to urge passa… https://t.co/lRPQYLYZYG,-0.2263,91
09/18/2017,CBS News,1.0,0.0,.@jeffpeguescbs spoke with a journalist who once worked for a website at the center of allegations of Russian meddl… https://t.co/vnrcsnYbe6,0.0,90
09/18/2017,CBS News,1.0,0.0,Russia's military made a dramatic show of force today with its biggest training maneuvers in years. @elizapalmer ha… https://t.co/Im5oRIx4ir,0.0,89
09/18/2017,CBS News,0.859,0.0,Critically ill patients in St. Thomas are being airlifted out of Hurricane Maria's path after Irma devastation.… https://t.co/FAQaGqQi0K,-0.4215,88
09/18/2017,CBS News,1.0,0.0,Hurricane Maria is a Category 4 storm and it's spinning toward the Caribbean islands. @ericfisher has more in his f… https://t.co/KWrlDFi1KV,0.0,87
09/18/2017,CBS News,1.0,0.0,".@elizapalmer has a front row seat of some of the largest military exercises in Russia in years, coming up on… https://t.co/wuDt4Dcgjj",0.0,86
09/18/2017,CBS News,0.86,0.14,"NEW: Trump attorney Michael Cohen will be testifying behind closed doors Tuesday before the Senate Intelligence Committee, CBS News confirms",0.4767,85
09/18/2017,CBS News,1.0,0.0,"RT @CBSEveningNews: Here's a look at what's coming up #tonight on the #CBSEveningNews. @AnthonyMasonCBS is at our anchor desk. 

Tune in. h…",0.0,84
09/18/2017,CBS News,0.905,0.0,TONIGHT on @CBSEveningNews: @CharlieCBS is at the suspected London bomber's home where we’ll learn more about his f… https://t.co/xQcFxHMKIG,-0.2263,83
09/18/2017,CBS News,0.888,0.0,"DNA, a tipster, and a written confession led to arrest in '92 cold case slaying of Mass. teacher's aide Lisa Zieger… https://t.co/6uYJEeT9Dh",-0.34,82
09/18/2017,CBS News,1.0,0.0,"RT @DavidBegnaud: Leaving St. Thomas for Puerto Rico; Many are staying. Again. Maria is coming. Some of the people who got out, on tonight'…",0.0,81
09/18/2017,CBS News,0.885,0.115,"Shares of large toy manufacturers fell after reports that Toys ""R"" Us is set to declare bankruptcy… https://t.co/i3u9T6UTl9",0.296,80
09/18/2017,CBS News,0.841,0.0,"NEW: Hurricane Maria becomes ""an extremely dangerous"" Category 4 storm, NHC says. Eye is expected to pass near Domi… https://t.co/VAJN0e6NkM",-0.5256,79
09/18/2017,CBS News,0.834,0.166,".@dallascowboys not only are the NFL's most valuable franchise, they are the top-valued team in the world… https://t.co/RDviWUXJT3",0.5256,78
09/18/2017,CBS News,0.903,0.097,"Defense Secretary James Mattis says more than 3,000 additional troops will deploy to Afghanistan… https://t.co/Y5any2QsNd",0.128,77
09/18/2017,CBS News,0.865,0.0,"Sean Spicer says he ""absolutely"" regrets saying that Pres. Trump had largest inauguration crowd in history… https://t.co/q49ZVhT95S",-0.3612,76
09/18/2017,CBS News,1.0,0.0,"Hurricane Maria, now a Category 3 storm, heads on path toward islands wrecked by Irma and then on to Puerto Rico… https://t.co/5AeW21ydJz",0.0,75
09/18/2017,CBS News,0.575,0.119,The Cincinnati Zoo welcomes a new gorilla to their exhibit — one year after Harambe's tragic death. https://t.co/eOLomEJOlI,-0.6369,74
09/18/2017,CBS News,0.798,0.202,"President Macron, in spirit of camaraderie, tells Pres. Trump ""our people"" were proud to have him and his wife visi… https://t.co/h90rNmom52",0.5859,73
09/18/2017,CBS News,0.833,0.167,"Pres. Trump said he's considering having a parade down Pennsylvania Avenue to show off ""military strength"" similar… https://t.co/xHB0kBRMy7",0.4939,72
09/18/2017,CBS News,0.823,0.177,NOW: Pres. Trump meets with French President Emmanuel Macron at the United Nations https://t.co/G3yp74iMrh,0.4215,71
09/18/2017,CBS News,0.87,0.13,"Russia probe creates strife between White House counsel and Trump attorneys, report says https://t.co/hNirl42nYU https://t.co/ByYCRcLCSx",0.2732,70
09/18/2017,CBS News,1.0,0.0,"Day before gubernatorial debate, poll finds Republican Ed Gillespie &amp; Democrat Ralph Northam are tied in Virginia… https://t.co/rcCr1VdqJk",0.0,69
09/18/2017,CBS News,1.0,0.0,Dieting? Don't fall for these common misconceptions. Here's what you need to know. Presented by @GSK… https://t.co/LgKtjJDXYD,0.0,68
09/18/2017,CBS News,0.936,0.064,The U.S. Navy plans to use Xbox 360 controllers to operate periscopes aboard its newer submarines… https://t.co/4yeweGCxJJ,0.0258,67
09/18/2017,CBS News,0.829,0.0,Sunday night's Emmys repeatedly made history with records -- and barriers -- being broken https://t.co/hJ24zbHGUz https://t.co/jwUGrCm1b1,-0.4767,66
09/18/2017,CBS News,0.85,0.15,Maria strengthens into Category 3 storm as it targets Caribbean; Jose heads northward off the U.S. East Coast… https://t.co/8HDDw9mkDn,0.4588,65
09/18/2017,CBS News,1.0,0.0,"UN says two Americans being unjustly held in Iran is part of an ""emerging pattern"" https://t.co/3Fv6MxdPCa https://t.co/go1Ly5WOKa",0.0,64
09/18/2017,CBS News,1.0,0.0,MOMENTS AGO: Pres. Trump meets with Israeli PM Netanyahu while in New York visiting the UN https://t.co/6CKOa75hIF https://t.co/ETKGYWpDJc,0.0,63
09/18/2017,CBS News,0.905,0.0,"Police not identifying men held over London subway bomb, but they seem to have been fostered by same elderly couple… https://t.co/ZH1nbqK3Sn",-0.2732,62
09/18/2017,CBS News,0.805,0.195,"Sean Spicer gave some viewers a chuckle with his surprise #Emmys cameo, but others weren't laughing… https://t.co/tLa2nigdFa",0.34,61
09/18/2017,CBS News,0.73,0.0,Body of missing 22-year-old woman found in car after alleged fight with ex-boyfriend  https://t.co/ktQURbgH0h https://t.co/Bv0q54Z5se,-0.5859,60
09/18/2017,CBS News,0.851,0.149,Hurricane Maria strengthened into a Category 3 storm on Monday and pushed toward islands in the eastern Caribbean… https://t.co/Ltr7v1ShKt,0.4215,59
09/18/2017,CBS News,0.85,0.15,RT @CBSNewsRadio: We're celebrating the 90th Anniversary of CBS. Check out this look back on the history of our network. #CBS90 https://t.c…,0.5719,58
09/18/2017,CBS News,0.619,0.0,Irma's destruction renewed fears about how to manage Florida's population boom as climate change risks intensify… https://t.co/C3h0v7hhf9,-0.8225,57
09/18/2017,CBS News,0.885,0.0,NEW: Hurricane Maria is now a Category 3 storm with winds up to 120 mph as it threatens to hit the Caribbean… https://t.co/TqoFw6ZaNQ,-0.3818,56
09/18/2017,CBS News,1.0,0.0,"""Start with what you know,"" Former First Lady Laura Bush offers advice to the spouses of world leaders… https://t.co/lCI6wcipow",0.0,55
09/18/2017,CBS News,0.819,0.181,"""There are many analysts who say you are the greatest quarterback of all time. How do you rank yourself?""… https://t.co/EYPMNBQgma",0.6369,54
09/18/2017,CBS News,0.564,0.0,"Family lawyer of Scout Schultz, student killed at Georgia Tech, says campus police overreacted by killing student… https://t.co/lLDB0MxRgU",-0.9118,53
09/18/2017,CBS News,0.559,0.441,"“I am confident that if we work together and champion truly bold reforms, the UN will emerge as a stronger...force… https://t.co/1dartJLfAE",0.9118,52
09/18/2017,CBS News,0.778,0.222,“We commend the secretary general and his call for the United Nations to focus more on people and less on bureaucra… https://t.co/yd3RwHV2DY,0.6908,51
09/18/2017,CBS News,1.0,0.0,WATCH: Pres. Trump speaks at UN reform meeting in New York City. Monday kicks off a week of meetings at the UN… https://t.co/yc7gxRoS6x,0.0,50
09/18/2017,CBS News,0.653,0.236,"Tom Brady tells @NorahODonnell he credits softer, less dense muscles with helping him avoid injuries… https://t.co/Ds7TAMBrgj",0.3612,49
09/18/2017,CBS News,0.769,0.0,"A NATO military leader says Russia's military exercise resembles ""preparation for a big war"" https://t.co/VlsSvNauCt https://t.co/1YcAX8mu8t",-0.5994,48
09/18/2017,CBS News,1.0,0.0,"N. Korea's nuclear program is a major focus at the UN, where Pres. Trump starts a weeklong series of meetings Monda… https://t.co/sfXCAXpnXg",0.0,47
09/18/2017,CBS News,0.794,0.206,Senate expected to pass $700 billion defense policy bill that in part expands missile defense in response to N Kore… https://t.co/qka5g8aJwD,0.34,46
09/18/2017,CBS News,0.885,0.115,.@KHOU reporter Brandi Smith led first responders to a stranded semi-truck driver during Harvey. She shares their r… https://t.co/btXMTHAQc1,0.296,45
09/18/2017,CBS News,0.694,0.306,"“There’s a slight sigh of relief because you don’t feel so absolutely responsible all the time,” @laurawbush says o… https://t.co/NRSC48IiSF",0.7245,44
09/18/2017,CBS News,1.0,0.0,"RT @CBSThisMorning: What is your message to other first ladies?
“Come with what you know,” says @Laurawbush https://t.co/9Fn4vdlPic",0.0,43
09/18/2017,CBS News,1.0,0.0,"“It was a way to bring attention to...the way women were treated,” @laurawbush says on U.S-Afghan Women's council https://t.co/78fd4zodbA",0.0,42
09/18/2017,CBS News,0.841,0.0,"U.S. flew warplanes over Korean Peninsula in drills with S. Korea &amp; Japan, 3 days after N. Korea fired missile… https://t.co/0UcOwOC5N0",-0.5574,41
09/18/2017,CBS News,1.0,0.0,“Many of the First Ladies around the world I know were business women already...and can bring a lot to their countr… https://t.co/8j58QTGmX9,0.0,40
09/18/2017,CBS News,1.0,0.0,"Former First Lady Laura Bush wants world leaders' spouses to realize their power. On @CBSThisMorning, she discusses… https://t.co/QaNW0duMak",0.0,39
09/18/2017,CBS News,1.0,0.0,Here is a look at some of today's headlines on @CBSThisMorning: https://t.co/CKXbtcOxzq,0.0,38
09/18/2017,CBS News,1.0,0.0,"Former First Lady @laurawbush is in the @CBSThisMorning greenroom. Ahead, she will discuss her mission to empower… https://t.co/7dfnOEmXYV",0.0,37
09/18/2017,CBS News,1.0,0.0,New England Patriots quarterback Tom Brady tells @NorahODonnell his performance at age 40 is due to a unique fitnes… https://t.co/XsQ3k7eF3c,0.0,36
09/18/2017,CBS News,0.792,0.0,Hundreds of officers in full riot gear respond to a 3rd day of protests in St. Louis and more than 80 were arrested… https://t.co/91MOc8A6rd,-0.6705,35
09/18/2017,CBS News,1.0,0.0,Tom Brady says he has staying power in the NFL. Ahead on @CBSThisMorning: what he reveals to @NorahODonnell about p… https://t.co/vh4w9rUm7f,0.0,34
09/18/2017,CBS News,0.823,0.177,"Ray Dalio is the found of one of the world’s most successful hedge funds, Bridgewater. He joins @CBSThisMorning to… https://t.co/QQ9mCjA77x",0.624,33
